ph,temperature,dissolved_oxygen,salinity,ammonia,nitrite,nitrate,turbidity,wq_status_encoded,shrimp_count,average_weight,feed_amount,feeding_frequency,biomass_kg,aerator_usage,pump_usage,heater_usage,total_energy,energy_cost,energy_efficiency_score,labor_time_spent,labor_worker_count,labor_efficiency_score,labor_tasks_count,labor_next_tasks_count,flag_low_do,flag_critical_do,flag_high_ammonia,flag_critical_ammonia,flag_low_temp,flag_high_temp,flag_ph_out_of_range,alert_count,energy_wq_interaction,feed_per_biomass,action_type,urgency
7.218814986660081,24.668142179218275,5.2744250192006366,21.11213547258364,0.23347262837320854,0.08181172244856927,3.052960511974251,1.4196235935950308,2.0,9951.0,13.384812040950642,1926.8753685381678,2.0,133.19226461949987,20.0,15.600000000000001,15.0,50.6,6.072,0.8,2.5,2.0,0.7000000000000001,5.0,9.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.32000000000000006,14.466871436136433,4,0.6
7.038728481126836,24.433219344904533,4.034878409028669,17.599823201689436,0.21116725373475848,0.029344661241683914,5.262173723824027,1.7107051579805161,2.0,11064.0,14.787578261263702,1134.4929925726867,2.0,163.60976588262162,30.0,15.600000000000001,15.0,60.6,7.272,0.8,4.0,2.0,0.7000000000000001,8.0,8.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.32000000000000006,6.934139820153553,1,0.8
6.886464998481754,25.391680217713724,3.778058997724961,22.45974646136321,0.15377720039408083,0.015862504035068482,7.137916829306654,1.3177253201489636,1.0,11984.0,9.356036772686815,1872.8589790852413,2.0,112.1227446838788,30.0,12.0,15.0,57.0,6.84,0.6,3.75,3.0,0.6000000000000001,5.0,8.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.12,16.70364906215611,5,1.0
7.522856065437996,26.374953175934223,7.668776771299825,16.904152147101307,0.03020739600817184,0.07659693693345232,2.2873432574369335,1.5433371357367476,4.0,9225.0,10.65235312920802,1602.9719137448565,3.0,98.26795761694399,20.0,12.0,10.0,42.0,5.04,0.9,1.5,1.0,0.9,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7200000000000001,16.31225429547812,4,0.3
7.6398019956554934,25.13107560649272,7.977241423926047,20.16405699336476,0.0831539310945836,0.07354673826659895,6.751901050305046,0.9485782061074916,4.0,10076.0,12.76547997882891,2075.7081224457866,2.0,128.6249762666801,20.0,12.0,15.0,47.0,5.64,0.9,1.5,1.0,0.9,3.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7200000000000001,16.137675455365603,4,0.3
6.54472259551886,24.57427330684627,2.9256449690928816,23.32770596589127,0.13337711091791293,0.07055709073146758,3.7914476486129667,3.1823564952387007,1.0,11418.0,9.149974851993933,1771.0539482466775,2.0,104.47441286006674,30.0,12.0,15.0,57.0,6.84,0.6,3.75,3.0,0.6000000000000001,5.0,7.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.12,16.952035429180455,5,1.0
8.31033711971778,26.547096266532954,4.925691175260877,18.46693521747283,0.023078635720428193,0.00965672813204237,0.2723475002790954,0.7063604639393678,4.0,10663.0,10.297234412042929,1125.0392498100712,3.0,109.79941053561376,30.0,12.0,10.0,52.0,6.24,0.9,3.0,2.0,0.9,6.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7200000000000001,10.246314113363672,1,0.8
7.211774497302527,24.36526617353087,5.168719474099605,19.668067367300175,0.3148456247650939,0.03332230402021952,3.842246963018251,4.704811447013056,2.0,9896.0,10.257068349264381,1350.1781163922667,2.0,101.50394838432032,20.0,15.600000000000001,15.0,50.6,6.072,0.8,2.5,2.0,0.7000000000000001,5.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.32000000000000006,13.301730010345425,3,0.9
6.80279822092926,25.321790625616963,3.8349204206703176,24.648914887804704,0.15512214296917623,0.06964482873575022,8.034494761880179,4.322201191286308,1.0,8738.0,9.454980341466973,1299.0259577966378,2.0,82.6176182237384,30.0,12.0,15.0,57.0,6.84,0.6,6.0,3.0,0.6000000000000001,8.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.12,15.723352787521906,5,1.0
7.578778111747902,29.245978588115044,4.534983570135172,19.319387209492486,0.2169403413532693,0.06289539493751894,3.792761866276165,3.6345347492556437,3.0,8712.0,14.83977994583745,443.08436745853066,4.0,129.28416288813585,30.0,15.600000000000001,10.0,55.6,6.672,0.8,2.0,1.0,0.8,4.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.48,3.4272130287289166,1,0.8
7.1570232562329625,24.0321117707964,6.151520335478136,16.00257414404302,0.3115269448688306,0.028584973688155338,7.752037665227581,2.1659064587556194,2.0,11828.0,10.914264322658457,1433.4050193650223,2.0,129.09391840840425,20.0,15.600000000000001,15.0,50.6,6.072,0.8,2.5,2.0,0.7000000000000001,5.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.32000000000000006,11.103582856864502,3,0.9
8.10323394221191,29.558302696995554,7.183504535853078,22.063170534646385,0.33529440943791794,0.05982775026966175,6.238027806457167,3.151353361800617,3.0,10971.0,14.191948964960831,809.6668510464262,4.0,155.69987209458526,20.0,15.600000000000001,10.0,45.6,5.4719999999999995,0.8,2.0,1.0,0.8,4.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.48,5.200176725608138,3,0.9
6.51214128205343,24.83382713850243,2.309131941626988,21.620399981489136,0.21222481293724643,0.0805493628627114,8.742701988833971,4.057295735035241,1.0,10630.0,12.411339686868928,1177.0978119819615,2.0,131.9325408714167,30.0,15.600000000000001,15.0,60.6,7.272,0.6,4.5,3.0,0.6000000000000001,6.0,12.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.12,8.921967273632495,5,1.0
6.8230035035480405,24.370521062828587,6.396519778502003,22.80878658984049,0.47344257985195703,0.009985628685077387,3.189953859359216,4.748616003913931,1.0,9820.0,14.651954686310187,2067.3443622313825,2.0,143.88219501956604,20.0,15.600000000000001,15.0,50.6,6.072,0.6,4.5,3.0,0.6000000000000001,6.0,10.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.12,14.36831264598272,3,0.9
7.953289353160276,27.47047175704676,6.163151656611921,15.881230726717808,0.1143508849234959,0.06618384493050321,2.335315480895127,2.1754800722338636,4.0,8639.0,12.123935659811714,1607.5171193976532,3.0,104.73868016511341,20.0,12.0,10.0,42.0,5.04,0.9,1.5,1.0,0.9,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7200000000000001,15.347884056429887,4,0.3
7.619055431823456,29.615901881055,5.100770487062905,22.39347334692944,0.13950472358332006,0.014402651042734216,2.7484336728579697,1.2402580018169684,3.0,8558.0,8.314950499694998,568.5932626814517,4.0,71.15934637638979,20.0,12.0,10.0,42.0,5.04,0.8,1.5,1.0,0.8,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,7.990422785419335,6,0.4
7.001561482112116,24.239387891611994,6.059012208365389,20.1496388145048,0.24916049678358482,0.08471941852473931,8.210640229025815,1.0353799539174964,2.0,11976.0,10.398496444440534,1382.5673846179411,2.0,124.53239341861983,20.0,15.600000000000001,15.0,50.6,6.072,0.8,2.5,2.0,0.7000000000000001,5.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.32000000000000006,11.102070286004977,4,0.6
8.342027868200415,26.82934785976022,6.27591457000589,20.406865835045785,0.08448906667664643,0.0951902760366397,1.0811399502109764,0.9858278631501738,4.0,10313.0,13.98148787850986,1486.6325707802996,3.0,144.1910844910722,20.0,12.0,10.0,42.0,5.04,0.9,3.0,2.0,0.9,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7200000000000001,10.310155971344724,0,0.0
7.370920002050559,24.842489007432523,4.500028590180198,21.80245665281487,0.2569823668103888,0.09272576198135464,9.760108939023208,0.8104401077104739,2.0,9630.0,9.67682275623946,974.3758940495309,2.0,93.18780314258599,30.0,15.600000000000001,15.0,60.6,7.272,0.8,4.0,2.0,0.7000000000000001,8.0,8.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.32000000000000006,10.456045332012444,1,0.8
8.184217975036246,28.63550953547228,5.852840349085408,19.25921168219648,0.0695563269449703,0.016897202032605817,5.291775785083591,2.6615384306848924,4.0,9369.0,13.373540491484617,1102.4487166035494,4.0,125.29670086471937,20.0,12.0,10.0,42.0,5.04,0.9,1.5,1.0,0.9,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7200000000000001,8.79870506561736,0,0.0
7.225708373028135,24.63832230506667,4.56459248842357,23.44265944629573,0.23698855012368103,0.006937716558044871,3.167690030891129,1.7518153266525238,2.0,10541.0,14.427218989762997,1416.27323157851,2.0,152.07731537109174,30.0,15.600000000000001,15.0,60.6,7.272,0.8,4.0,2.0,0.7000000000000001,8.0,9.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.32000000000000006,9.312850033698899,1,0.8
8.117374816164022,29.41507840180295,5.361385267193462,24.51282693977254,0.10535520237072443,0.04402196283169966,8.5185313512713,0.6862058818089978,4.0,10086.0,9.560180688524545,1102.7158645848924,4.0,96.42398242445856,20.0,12.0,10.0,42.0,5.04,0.9,1.5,1.0,0.9,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7200000000000001,11.436116170049221,6,0.4
7.210777775557805,24.15720745502075,4.166170374300301,24.79653663129141,0.20678796591720544,0.046505278363628326,1.5203212491475104,2.313185931660951,2.0,11665.0,13.209591159956172,1056.3667900711446,2.0,154.08988088088876,30.0,15.600000000000001,15.0,60.6,7.272,0.8,2.5,2.0,0.7000000000000001,5.0,6.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.32000000000000006,6.85552343886692,1,0.8
8.475887358223922,26.61095394801697,5.748289702838746,15.469398266620928,0.11215666666337382,0.0869468863216254,1.4005734489735444,4.1980948930782525,4.0,10978.0,10.34399141434947,1467.0570631429634,3.0,113.55633774672847,20.0,12.0,10.0,42.0,5.04,0.9,1.5,1.0,0.9,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7200000000000001,12.91920021597587,0,0.0
6.680009329897269,25.2313834671918,3.2725681696769002,18.903085499152162,0.13661717983198868,0.030929614883385373,0.06398598057825167,1.278690380526149,1.0,10015.0,13.613536335236011,2294.1893044487306,2.0,136.33956639738864,30.0,12.0,15.0,57.0,6.84,0.6,6.0,3.0,0.6000000000000001,8.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.12,16.827025089414338,5,1.0
7.762910358207235,27.935555197505927,6.450484175324084,17.697219469584553,0.08294314375315853,0.08407420550343056,2.6913944305928084,3.9271286637332676,4.0,9265.0,12.82509082933424,1622.6791360835111,3.0,118.82446653378173,20.0,12.0,10.0,42.0,5.04,0.9,1.5,1.0,0.9,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7200000000000001,13.65610285001519,0,0.0
7.001228327901797,24.81816921489855,5.001303347499232,20.48334452233333,0.2329491289210647,0.03230274890572082,5.499516529876215,3.150420166227283,2.0,8929.0,14.346763055849804,1576.8299091305664,2.0,128.1022473256829,20.0,15.600000000000001,15.0,50.6,6.072,0.8,4.0,2.0,0.7000000000000001,8.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.32000000000000006,12.309151026224281,4,0.6
7.351306360716046,24.237689866889884,6.220138858603284,19.97753755981188,0.3357626479281037,0.0590511005323799,0.6373963219181822,1.9947014120872413,2.0,11606.0,10.595086949595977,1473.9695253326352,2.0,122.96657913701091,20.0,15.600000000000001,15.0,50.6,6.072,0.8,4.0,2.0,0.7000000000000001,8.0,8.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.32000000000000006,11.986749047400268,3,0.9
7.008208954914947,24.84581898474539,5.075709384197736,15.278202307134038,0.22950935670590072,0.07713456075799542,8.326763905936147,2.1866619504899587,2.0,8713.0,9.343566159478625,913.5649972034659,2.0,81.41049194753725,20.0,15.600000000000001,15.0,50.6,6.072,0.8,2.5,2.0,0.7000000000000001,5.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.32000000000000006,11.221710805926435,4,0.6
8.032523769232135,29.36903352083682,7.416609211251679,17.634048312465712,0.08520018074965191,0.028720805440997844,0.6417497260771687,2.9918656015136866,4.0,9969.0,11.18919082308759,1227.269868838802,4.0,111.54504331536018,20.0,12.0,10.0,42.0,5.04,0.9,3.0,2.0,0.9,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7200000000000001,11.002459924364944,0,0.0
7.0344496337101905,24.66758130996232,6.3849176260300835,23.25461698359646,0.2765829783159702,0.08172216918515923,9.15839307284344,4.081077327079582,2.0,10419.0,12.212323843214726,1828.7455100587144,2.0,127.24020212245422,20.0,15.600000000000001,15.0,50.6,6.072,0.8,2.5,2.0,0.7000000000000001,5.0,9.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.32000000000000006,14.372387653854517,3,0.6
8.496638987101937,29.08483713324297,6.213765939703819,17.587110631316484,0.1339044436542144,0.0480771232312522,7.363758035350088,4.62526170725904,4.0,8705.0,13.15345878362046,1359.899104183254,4.0,114.5008587114161,20.0,12.0,10.0,42.0,5.04,0.9,1.5,1.0,0.9,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7200000000000001,11.876758999779167,0,0.0
7.187196301276374,25.054943988403753,5.969132151226343,24.069047876607627,0.26126376833545667,0.02777121871096392,6.58183296590663,4.93391633541873,2.0,9383.0,9.952630342464044,1381.4962560114225,2.0,93.38553050334012,20.0,15.600000000000001,15.0,50.6,6.072,0.8,2.5,2.0,0.7000000000000001,5.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.32000000000000006,14.793472270974682,3,0.6
7.79124911281435,26.794957071094725,6.723468602650016,24.02023119610979,0.13774144590311482,0.006814805567809602,7.068444430107057,4.338801342538471,4.0,8420.0,10.422916129210346,1037.8734267901139,3.0,87.76095380795111,20.0,12.0,10.0,42.0,5.04,0.9,1.5,1.0,0.9,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7200000000000001,11.826141145426828,0,0.0
6.912090282625954,24.32230559658523,3.4504765924937666,16.988578640628972,0.1520183027013625,0.07565579706724798,0.9118921115072309,4.087483137454909,1.0,11753.0,12.793846232713257,2268.606728219399,2.0,150.3660747730789,30.0,12.0,15.0,57.0,6.84,0.6,3.75,3.0,0.6000000000000001,5.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.12,15.087224506212644,5,1.0
6.513358651679581,25.236319425731473,2.077441407612715,16.47143863103589,0.13121150654408315,0.049741455760996395,8.113426777097972,1.5432615312818814,1.0,10082.0,9.744613710390283,1628.4406681452635,2.0,98.24519542815483,30.0,12.0,15.0,57.0,6.84,0.6,3.75,3.0,0.6000000000000001,5.0,7.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.12,16.575270282159668,5,1.0
6.64713159511872,25.440245388715383,6.695829661516536,20.10394769258644,0.5098725586616906,0.026665588663664697,4.058223311044577,1.338641604363039,1.0,8516.0,9.79854555712068,969.0239605966564,2.0,83.4444139644397,20.0,15.600000000000001,15.0,50.6,6.072,0.6,6.75,3.0,0.6000000000000001,9.0,9.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.12,11.612808030620375,3,0.9
7.548396661408279,25.279690821969595,6.468459785871291,23.680412710907405,0.049948466644174926,0.0858002370953709,0.4344588426204732,0.49426905133240717,3.0,8024.0,12.583779438987094,1997.7335737823748,2.0,100.97224621843245,20.0,12.0,15.0,47.0,5.64,0.8,1.5,1.0,0.8,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.48,19.784977046669773,4,0.3
7.188512647970598,24.639201887549383,4.66696017493746,20.89315805953251,0.2186541309525063,0.05698118649909217,7.326067776297823,3.8614397210479154,2.0,8354.0,10.875881152149155,881.8805575653718,2.0,90.85711114505405,30.0,15.600000000000001,15.0,60.6,7.272,0.8,2.5,2.0,0.7000000000000001,5.0,6.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.32000000000000006,9.706235939611187,1,0.8
6.617730016303433,24.18179597514125,2.898749271944827,23.370791719500552,0.16672004362065712,0.006687694196255279,5.235954667520913,2.933110600501296,1.0,9965.0,12.129944404869583,1659.688545174168,2.0,120.8748959945254,30.0,12.0,15.0,57.0,6.84,0.6,3.75,3.0,0.6000000000000001,5.0,9.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.12,13.73063059553191,5,1.0
6.7029488499205225,24.692527362420893,3.040693419130407,17.654846751431954,0.20060926626949843,0.04864678335624509,4.012680593372206,3.486928148470034,1.0,8908.0,12.082181657842591,865.7245793020253,2.0,107.6280742080618,30.0,15.600000000000001,15.0,60.6,7.272,0.6,4.5,3.0,0.6000000000000001,6.0,10.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.12,8.043668770180213,5,1.0
8.170294878772225,28.582929628971996,6.115154596868149,22.792842358456234,0.07743363027545068,0.06730183250158892,0.4562661600345219,1.569360478166304,4.0,10280.0,10.096508407437312,1262.3151628044288,4.0,103.79210642845558,20.0,12.0,10.0,42.0,5.04,0.9,3.0,2.0,0.9,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7200000000000001,12.161957264780526,6,0.4
7.377491383192576,24.070600240902998,5.8950970713687205,20.961088543640635,0.24635644967245687,0.08893918588967953,1.8529224929478683,2.926351990264513,2.0,9244.0,12.653915157070047,1235.25140850878,2.0,116.97279171195552,20.0,15.600000000000001,15.0,50.6,6.072,0.8,4.0,2.0,0.7000000000000001,8.0,8.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.32000000000000006,10.560160105869542,4,0.6
8.77622920100004,30.092023750398784,6.4437443418002625,15.75228798894884,0.24847413785788053,0.04188592385906706,2.394927670047754,3.4015539262049996,3.0,8393.0,10.670871222283287,617.7486982327159,4.0,89.56062216862362,20.0,15.600000000000001,10.0,45.6,5.4719999999999995,0.8,3.5,2.0,0.8,7.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.48,6.8975480883733296,4,0.3
6.782101356670166,24.97032133324937,5.233059096844161,24.0272556208538,0.4252341207859611,0.08406427787244658,0.31864569139975707,3.444446280245297,1.0,9924.0,12.195765893833784,1712.636193052631,2.0,121.03078073040646,20.0,15.600000000000001,15.0,50.6,6.072,0.6,4.5,3.0,0.6000000000000001,6.0,8.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.12,14.150418453199045,3,0.9
8.476440780867158,26.10909236232763,5.058968561336277,22.80897151177672,0.08350396925281708,0.09085229897598869,2.432360864823883,2.5012117380747716,4.0,8332.0,8.580446307467302,897.6762532328135,3.0,71.49227863381755,20.0,12.0,10.0,42.0,5.04,0.9,1.5,1.0,0.9,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7200000000000001,12.55626859832932,0,0.0
7.280166443088228,25.03658900658284,5.193115120979855,22.71432467275446,0.309849878546306,0.08496847095378751,6.801376786029888,2.3311199537820873,2.0,10665.0,13.599925328243824,1309.3400366056717,2.0,145.04320362572037,20.0,15.600000000000001,15.0,50.6,6.072,0.8,2.5,2.0,0.7000000000000001,5.0,7.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.32000000000000006,9.027241565791558,3,0.9
7.284751767509452,24.776843000844824,6.4326280050278495,15.271908149666428,0.3107230761166888,0.04872618716006808,9.627355644756857,1.951684892524817,2.0,8432.0,13.822319735153137,1634.2967500468587,2.0,116.54980000681124,20.0,15.600000000000001,15.0,50.6,6.072,0.8,2.5,2.0,0.7000000000000001,5.0,7.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.32000000000000006,14.022304199160784,3,0.9
7.571202241794519,29.762109647724404,5.46053218119485,16.44427010761558,0.11097841786122117,0.04258390775722423,0.8544497691571973,1.1214705741196218,4.0,10330.0,12.53083129817912,1025.70290681814,4.0,129.4434873101903,20.0,12.0,10.0,42.0,5.04,0.9,1.5,1.0,0.9,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7200000000000001,7.92394370803847,0,0.0
8.010496601380234,30.560069173711547,6.944983889915116,18.791130900245015,0.14299630316710052,0.062391523437755114,8.929600321960399,3.0016034359847583,4.0,8084.0,8.951444115009409,735.9691360643423,4.0,72.36347422573607,20.0,12.0,10.0,42.0,5.04,0.9,3.0,2.0,0.9,6.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7200000000000001,10.170450547585716,0,0.0
6.92688518009853,24.69738834731664,2.467182945099114,20.4159074170991,0.17345905596664862,0.077188128155646,9.658228045365183,4.630981532220119,1.0,11130.0,8.511928954122189,1294.4966003349766,2.0,94.73776925937996,30.0,12.0,15.0,57.0,6.84,0.6,3.75,3.0,0.6000000000000001,5.0,9.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.12,13.663997056874008,5,1.0
8.155579535663787,26.420653438111362,6.569722776503111,23.216309499353677,0.13888527566931125,0.07232339321985652,9.192491806519326,2.262253664697334,4.0,11845.0,13.609394679828522,2121.224765779636,3.0,161.20327998256883,20.0,12.0,10.0,42.0,5.04,0.9,1.5,1.0,0.9,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7200000000000001,13.15869482313888,0,0.0
8.176694014343983,27.06937185028405,5.079351755468694,24.97572360150093,0.14404311830505795,0.06227550149288427,1.2458854216609538,1.3279229837759765,4.0,8483.0,12.205828031584083,1472.007361438048,3.0,103.54203919192777,20.0,12.0,10.0,42.0,5.04,0.9,3.0,2.0,0.9,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7200000000000001,14.216518941736345,0,0.0
7.979327890294611,25.235371109457773,6.090332480795846,15.583376286793394,0.013456624782069701,0.09383633296656307,7.731941365617341,3.5932657638814645,3.0,8623.0,13.883735623086546,2333.0239470055503,2.0,119.71945227787529,20.0,12.0,15.0,47.0,5.64,0.8,1.5,1.0,0.8,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.48,19.48742583277508,4,0.3
7.137408830176633,24.06061822682458,5.455400050799904,16.589617967148467,0.31523641521944545,0.05922700566470232,8.971798531541433,3.972685733851571,2.0,9555.0,11.648284581461015,1549.7853215816797,2.0,111.29935917585999,20.0,15.600000000000001,15.0,50.6,6.072,0.8,2.5,2.0,0.7000000000000001,5.0,7.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.32000000000000006,13.924476592294852,3,0.9
